INFO 2024-10-12 12:43:04,356 autoreload Watching for file changes with StatReloader
DEBUG 2024-10-12 12:43:42,784 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\admin_soft_pro\templates\pages\ecommerce\products\products-list.html first seen with mtime 1728154883.0606828
DEBUG 2024-10-12 12:43:42,786 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:42,786 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin first seen with mtime 1728552584.3938391
DEBUG 2024-10-12 12:43:42,786 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin.html first seen with mtime 1728552584.3888383
DEBUG 2024-10-12 12:43:42,786 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\api.html first seen with mtime 1728552584.3888383
DEBUG 2024-10-12 12:43:42,787 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\base.html first seen with mtime 1728552584.3898377
DEBUG 2024-10-12 12:43:42,787 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs first seen with mtime 1728552584.3968377
DEBUG 2024-10-12 12:43:42,787 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:42,787 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal first seen with mtime 1728552584.4022727
DEBUG 2024-10-12 12:43:42,788 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:42,788 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\login.html first seen with mtime 1728552584.3898377
DEBUG 2024-10-12 12:43:42,788 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\login_base.html first seen with mtime 1728552584.3908389
DEBUG 2024-10-12 12:43:42,788 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\pagination first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:42,789 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\raw_data_form.html first seen with mtime 1728552584.3908389
DEBUG 2024-10-12 12:43:42,789 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\schema.js first seen with mtime 1728552584.3908389
DEBUG 2024-10-12 12:43:42,789 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical first seen with mtime 1728552584.4098883
DEBUG 2024-10-12 12:43:42,789 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\detail.html first seen with mtime 1728552584.39184
DEBUG 2024-10-12 12:43:42,790 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\dict_value.html first seen with mtime 1728552584.39184
DEBUG 2024-10-12 12:43:42,790 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\list.html first seen with mtime 1728552584.3928394
DEBUG 2024-10-12 12:43:42,790 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\list_value.html first seen with mtime 1728552584.3938391
DEBUG 2024-10-12 12:43:42,790 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\admin\simple_list_value.html first seen with mtime 1728552584.3938391
DEBUG 2024-10-12 12:43:42,791 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth first seen with mtime 1728552584.3968377
DEBUG 2024-10-12 12:43:42,791 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\document.html first seen with mtime 1728552584.39484
DEBUG 2024-10-12 12:43:42,791 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\error.html first seen with mtime 1728552584.39484
DEBUG 2024-10-12 12:43:42,791 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\index.html first seen with mtime 1728552584.39484
DEBUG 2024-10-12 12:43:42,791 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\interact.html first seen with mtime 1728552584.395839
DEBUG 2024-10-12 12:43:42,792 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:42,792 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\link.html first seen with mtime 1728552584.395839
DEBUG 2024-10-12 12:43:42,792 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\sidebar.html first seen with mtime 1728552584.395839
DEBUG 2024-10-12 12:43:42,792 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\base.html first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:42,793 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\ordering.html first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:42,793 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\filters\search.html first seen with mtime 1728552584.3998773
DEBUG 2024-10-12 12:43:42,793 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\checkbox.html first seen with mtime 1728552584.3998773
DEBUG 2024-10-12 12:43:42,793 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\checkbox_multiple.html first seen with mtime 1728552584.3998773
DEBUG 2024-10-12 12:43:42,794 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\dict_field.html first seen with mtime 1728552584.4007604
DEBUG 2024-10-12 12:43:42,794 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\fieldset.html first seen with mtime 1728552584.4007604
DEBUG 2024-10-12 12:43:42,800 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\form.html first seen with mtime 1728552584.4012663
DEBUG 2024-10-12 12:43:42,800 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\input.html first seen with mtime 1728552584.4012663
DEBUG 2024-10-12 12:43:42,801 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\list_field.html first seen with mtime 1728552584.4012663
DEBUG 2024-10-12 12:43:42,801 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\list_fieldset.html first seen with mtime 1728552584.4012663
DEBUG 2024-10-12 12:43:42,801 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\radio.html first seen with mtime 1728552584.4022727
DEBUG 2024-10-12 12:43:42,801 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\select.html first seen with mtime 1728552584.4022727
DEBUG 2024-10-12 12:43:42,801 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\select_multiple.html first seen with mtime 1728552584.4022727
DEBUG 2024-10-12 12:43:42,802 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\horizontal\textarea.html first seen with mtime 1728552584.4022727
DEBUG 2024-10-12 12:43:42,802 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\checkbox.html first seen with mtime 1728552584.403273
DEBUG 2024-10-12 12:43:42,802 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\checkbox_multiple.html first seen with mtime 1728552584.403273
DEBUG 2024-10-12 12:43:42,802 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\dict_field.html first seen with mtime 1728552584.4038801
DEBUG 2024-10-12 12:43:42,803 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\fieldset.html first seen with mtime 1728552584.4038801
DEBUG 2024-10-12 12:43:42,803 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\form.html first seen with mtime 1728552584.4038801
DEBUG 2024-10-12 12:43:42,803 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\input.html first seen with mtime 1728552584.4038801
DEBUG 2024-10-12 12:43:42,803 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\list_field.html first seen with mtime 1728552584.4048858
DEBUG 2024-10-12 12:43:42,803 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\list_fieldset.html first seen with mtime 1728552584.4048858
DEBUG 2024-10-12 12:43:42,803 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\radio.html first seen with mtime 1728552584.4048858
DEBUG 2024-10-12 12:43:42,804 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\select.html first seen with mtime 1728552584.4048858
DEBUG 2024-10-12 12:43:42,804 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\select_multiple.html first seen with mtime 1728552584.4048858
DEBUG 2024-10-12 12:43:42,804 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\inline\textarea.html first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:42,804 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\pagination\numbers.html first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:42,804 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\pagination\previous_and_next.html first seen with mtime 1728552584.405885
DEBUG 2024-10-12 12:43:42,804 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\checkbox.html first seen with mtime 1728552584.4068851
DEBUG 2024-10-12 12:43:42,804 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\checkbox_multiple.html first seen with mtime 1728552584.4068851
DEBUG 2024-10-12 12:43:42,805 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\dict_field.html first seen with mtime 1728552584.4068851
DEBUG 2024-10-12 12:43:42,805 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\fieldset.html first seen with mtime 1728552584.4068851
DEBUG 2024-10-12 12:43:42,805 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\form.html first seen with mtime 1728552584.4078853
DEBUG 2024-10-12 12:43:42,806 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\input.html first seen with mtime 1728552584.4078853
DEBUG 2024-10-12 12:43:42,806 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\list_field.html first seen with mtime 1728552584.4078853
DEBUG 2024-10-12 12:43:42,806 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\list_fieldset.html first seen with mtime 1728552584.4078853
DEBUG 2024-10-12 12:43:42,806 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\radio.html first seen with mtime 1728552584.408885
DEBUG 2024-10-12 12:43:42,806 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\select.html first seen with mtime 1728552584.408885
DEBUG 2024-10-12 12:43:42,806 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\select_multiple.html first seen with mtime 1728552584.4098883
DEBUG 2024-10-12 12:43:42,807 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\vertical\textarea.html first seen with mtime 1728552584.4098883
DEBUG 2024-10-12 12:43:42,807 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth\basic.html first seen with mtime 1728552584.3968377
DEBUG 2024-10-12 12:43:42,807 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth\session.html first seen with mtime 1728552584.3968377
DEBUG 2024-10-12 12:43:42,807 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\auth\token.html first seen with mtime 1728552584.3968377
DEBUG 2024-10-12 12:43:42,807 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\javascript-intro.html first seen with mtime 1728552584.3978374
DEBUG 2024-10-12 12:43:42,808 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\javascript.html first seen with mtime 1728552584.3978374
DEBUG 2024-10-12 12:43:42,808 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\python-intro.html first seen with mtime 1728552584.3978374
DEBUG 2024-10-12 12:43:42,808 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\python.html first seen with mtime 1728552584.3978374
DEBUG 2024-10-12 12:43:42,808 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\shell-intro.html first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:42,808 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\templates\rest_framework\docs\langs\shell.html first seen with mtime 1728552584.3988376
DEBUG 2024-10-12 12:43:42,809 autoreload File C:\Users\zawar\PycharmProjects\softui\home\templates\includes first seen with mtime 1728572175.7925606
DEBUG 2024-10-12 12:43:42,809 autoreload File C:\Users\zawar\PycharmProjects\softui\home\templates\includes\footer.html first seen with mtime 1726218556.0
DEBUG 2024-10-12 12:43:42,812 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ach\LC_MESSAGES\django.mo first seen with mtime 1728552584.297516
DEBUG 2024-10-12 12:43:42,812 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ar\LC_MESSAGES\django.mo first seen with mtime 1728552584.2990022
DEBUG 2024-10-12 12:43:42,813 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\az\LC_MESSAGES\django.mo first seen with mtime 1728552584.2990022
DEBUG 2024-10-12 12:43:42,813 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\be\LC_MESSAGES\django.mo first seen with mtime 1728552584.3000674
DEBUG 2024-10-12 12:43:42,814 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\bg\LC_MESSAGES\django.mo first seen with mtime 1728552584.3010683
DEBUG 2024-10-12 12:43:42,814 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ca\LC_MESSAGES\django.mo first seen with mtime 1728552584.3020687
DEBUG 2024-10-12 12:43:42,814 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ca_ES\LC_MESSAGES\django.mo first seen with mtime 1728552584.3020687
DEBUG 2024-10-12 12:43:42,815 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\cs\LC_MESSAGES\django.mo first seen with mtime 1728552584.3030689
DEBUG 2024-10-12 12:43:42,815 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\da\LC_MESSAGES\django.mo first seen with mtime 1728552584.3040726
DEBUG 2024-10-12 12:43:42,815 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\de\LC_MESSAGES\django.mo first seen with mtime 1728552584.3040726
DEBUG 2024-10-12 12:43:42,816 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\el\LC_MESSAGES\django.mo first seen with mtime 1728552584.3050675
DEBUG 2024-10-12 12:43:42,816 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\el_GR\LC_MESSAGES\django.mo first seen with mtime 1728552584.3050675
DEBUG 2024-10-12 12:43:42,816 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\en\LC_MESSAGES\django.mo first seen with mtime 1728552584.306072
DEBUG 2024-10-12 12:43:42,817 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\en_AU\LC_MESSAGES\django.mo first seen with mtime 1728552584.306072
DEBUG 2024-10-12 12:43:42,817 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\en_CA\LC_MESSAGES\django.mo first seen with mtime 1728552584.3070674
DEBUG 2024-10-12 12:43:42,817 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\en_US\LC_MESSAGES\django.mo first seen with mtime 1728552584.3070674
DEBUG 2024-10-12 12:43:42,817 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\es\LC_MESSAGES\django.mo first seen with mtime 1728552584.3080666
DEBUG 2024-10-12 12:43:42,818 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\et\LC_MESSAGES\django.mo first seen with mtime 1728552584.3080666
DEBUG 2024-10-12 12:43:42,818 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\fa\LC_MESSAGES\django.mo first seen with mtime 1728552584.309068
DEBUG 2024-10-12 12:43:42,818 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\fa_IR\LC_MESSAGES\django.mo first seen with mtime 1728552584.309068
DEBUG 2024-10-12 12:43:42,818 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\fi\LC_MESSAGES\django.mo first seen with mtime 1728552584.310069
DEBUG 2024-10-12 12:43:42,819 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1728552584.310069
DEBUG 2024-10-12 12:43:42,819 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\fr_CA\LC_MESSAGES\django.mo first seen with mtime 1728552584.311069
DEBUG 2024-10-12 12:43:42,820 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\gl\LC_MESSAGES\django.mo first seen with mtime 1728552584.311069
DEBUG 2024-10-12 12:43:42,820 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\gl_ES\LC_MESSAGES\django.mo first seen with mtime 1728552584.3120668
DEBUG 2024-10-12 12:43:42,820 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\he_IL\LC_MESSAGES\django.mo first seen with mtime 1728552584.3120668
DEBUG 2024-10-12 12:43:42,821 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\hu\LC_MESSAGES\django.mo first seen with mtime 1728552584.3130674
DEBUG 2024-10-12 12:43:42,821 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\hy\LC_MESSAGES\django.mo first seen with mtime 1728552584.3140674
DEBUG 2024-10-12 12:43:42,822 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\id\LC_MESSAGES\django.mo first seen with mtime 1728552584.3150842
DEBUG 2024-10-12 12:43:42,822 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\it\LC_MESSAGES\django.mo first seen with mtime 1728552584.3150842
DEBUG 2024-10-12 12:43:42,822 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ja\LC_MESSAGES\django.mo first seen with mtime 1728552584.3160906
DEBUG 2024-10-12 12:43:42,823 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ko_KR\LC_MESSAGES\django.mo first seen with mtime 1728552584.3170905
DEBUG 2024-10-12 12:43:42,823 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\lt\LC_MESSAGES\django.mo first seen with mtime 1728552584.3170905
DEBUG 2024-10-12 12:43:42,824 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\lv\LC_MESSAGES\django.mo first seen with mtime 1728552584.3180945
DEBUG 2024-10-12 12:43:42,824 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\mk\LC_MESSAGES\django.mo first seen with mtime 1728552584.3190908
DEBUG 2024-10-12 12:43:42,824 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\nb\LC_MESSAGES\django.mo first seen with mtime 1728552584.3200903
DEBUG 2024-10-12 12:43:42,825 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ne_NP\LC_MESSAGES\django.mo first seen with mtime 1728552584.3200903
DEBUG 2024-10-12 12:43:42,825 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\nl\LC_MESSAGES\django.mo first seen with mtime 1728552584.3210905
DEBUG 2024-10-12 12:43:42,826 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\nn\LC_MESSAGES\django.mo first seen with mtime 1728552584.3210905
DEBUG 2024-10-12 12:43:42,826 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\no\LC_MESSAGES\django.mo first seen with mtime 1728552584.322094
DEBUG 2024-10-12 12:43:42,826 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\pl\LC_MESSAGES\django.mo first seen with mtime 1728552584.3230915
DEBUG 2024-10-12 12:43:42,827 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\pt\LC_MESSAGES\django.mo first seen with mtime 1728552584.3230915
DEBUG 2024-10-12 12:43:42,827 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\pt_BR\LC_MESSAGES\django.mo first seen with mtime 1728552584.3240912
DEBUG 2024-10-12 12:43:42,827 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\pt_PT\LC_MESSAGES\django.mo first seen with mtime 1728552584.3240912
DEBUG 2024-10-12 12:43:42,831 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ro\LC_MESSAGES\django.mo first seen with mtime 1728552584.3250923
DEBUG 2024-10-12 12:43:42,831 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1728552584.326092
DEBUG 2024-10-12 12:43:42,832 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\ru_RU\LC_MESSAGES\django.mo first seen with mtime 1728552584.3270943
DEBUG 2024-10-12 12:43:42,832 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\sk\LC_MESSAGES\django.mo first seen with mtime 1728552584.3280928
DEBUG 2024-10-12 12:43:42,832 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\sl\LC_MESSAGES\django.mo first seen with mtime 1728552584.329092
DEBUG 2024-10-12 12:43:42,832 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\sv\LC_MESSAGES\django.mo first seen with mtime 1728552584.3300917
DEBUG 2024-10-12 12:43:42,834 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\th\LC_MESSAGES\django.mo first seen with mtime 1728552584.3312864
DEBUG 2024-10-12 12:43:42,834 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\tr\LC_MESSAGES\django.mo first seen with mtime 1728552584.3362913
DEBUG 2024-10-12 12:43:42,835 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\tr_TR\LC_MESSAGES\django.mo first seen with mtime 1728552584.339612
DEBUG 2024-10-12 12:43:42,835 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\uk\LC_MESSAGES\django.mo first seen with mtime 1728552584.3416119
DEBUG 2024-10-12 12:43:42,835 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\vi\LC_MESSAGES\django.mo first seen with mtime 1728552584.3437238
DEBUG 2024-10-12 12:43:42,836 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\zh_CN\LC_MESSAGES\django.mo first seen with mtime 1728552584.3475416
DEBUG 2024-10-12 12:43:42,836 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\zh_Hans\LC_MESSAGES\django.mo first seen with mtime 1728552584.3485482
DEBUG 2024-10-12 12:43:42,836 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\zh_Hant\LC_MESSAGES\django.mo first seen with mtime 1728552584.3485482
DEBUG 2024-10-12 12:43:42,837 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\rest_framework\locale\zh_TW\LC_MESSAGES\django.mo first seen with mtime 1728552584.3495486
DEBUG 2024-10-12 12:43:43,941 autoreload File C:\Users\zawar\PycharmProjects\softui\env\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1728154884.3021739
